camera,shell,source_frame,receive_time_s,interval_ms,surviving_track_edges,speed_median_px_s,speed_p95_px_s,blur_median_px,blur_p95_px
c920,green,14,0.49991930999999995,35.875228999999955,77,3.72800018886705,12.305822548068031,0.05815680294632598,0.1919708317498613
c920,red,15,0.531925454,32.00614400000001,77,2.9338075017653313,7.081904244490918,0.04576739702753917,0.11047770621405831
c920,green,15,0.531925454,32.00614400000001,79,3.942418808647852,16.693093179939293,0.061501733414906494,0.26041225360705295
c920,red,16,0.5639755430000001,32.05008900000006,78,3.1736274256231156,6.316603733968328,0.049508587839720605,0.09853901824990591
c920,green,16,0.5639755430000001,32.05008900000006,77,7.423892390974381,19.448701256726586,0.11581272129920034,0.30339973960493477
c920,red,17,0.59997542,35.999876999999955,78,2.7349178515886887,7.557584902743932,0.04266471848478354,0.11789832448280534
c920,green,17,0.59997542,35.999876999999955,78,6.433411056292854,15.969574547504457,0.10036121247816851,0.24912536294106952
c920,red,18,0.6319340090000001,31.95858900000004,79,3.480447403035898,7.639954974329214,0.05429497948736001,0.11918329759953573
c920,green,18,0.6319340090000001,31.95858900000004,79,5.727096546835102,18.36120844284348,0.08934270613062759,0.2864348517083583
c920,red,19,0.6639860790000001,32.052069999999986,78,4.014883365140767,7.488539497947986,0.06263218049619595,0.11682121616798857
c920,green,19,0.6639860790000001,32.052069999999986,78,6.162032020593422,14.936524256209243,0.09612769952125738,0.23300977839686418
c920,red,20,0.7000112900000001,36.025211,78,3.9205997640613512,9.98839692009561,0.061161356319357076,0.15581899195349153
c920,green,20,0.7000112900000001,36.025211,80,4.017067796375059,12.241015403447156,0.06266625762345093,0.1909598402937756
c920,red,21,0.731968619,31.957328999999923,77,5.560399669971944,10.303131735181708,0.08674223485156232,0.16072885506883464
c920,green,21,0.731968619,31.957328999999923,80,3.793002926136988,15.02981983917085,0.059170845647737016,0.23446518949106526
c920,red,22,0.763962763,31.994144000000002,79,6.154772202394555,9.648830573710061,0.09601444635735505,0.15052175694987693
c920,green,22,0.763962763,31.994144000000002,80,4.81472434188197,12.51205320983634,0.07510969973335874,0.1951880300734469
c920,red,23,0.799915511,35.952748000000035,78,5.313497353146653,8.889771610739063,0.08289055870908779,0.1386804371275294
c920,green,23,0.799915511,35.952748000000035,78,3.254681589545403,19.77254501085771,0.050773032796908285,0.3084517021693802
c920,red,24,0.863948281,64.03276999999996,78,1.3504728622887954,3.439837295565552,0.021067376651705206,0.053661461810822604
c920,green,24,0.863948281,64.03276999999996,79,2.5031480609433836,9.733698968268245,0.039049109750716786,0.1518457039049846
c920,red,25,0.895958888,32.01060700000002,79,4.889306238266171,9.975319603799207,0.07627317731695225,0.1556149858192676
c920,green,25,0.895958888,32.01060700000002,78,5.103328093658161,11.634036848226277,0.07961191826106731,0.18149097483232993
c920,red,26,0.931940895,35.98200699999998,77,3.5918567184310004,8.604244839166492,0.0560329648075236,0.13422621949099725
c920,green,26,0.931940895,35.98200699999998,79,3.79471522035855,12.500571146345681,0.059197557437593376,0.1950089098829926
c920,red,27,0.9639879090000001,32.0470140000001,79,3.825037775324519,10.079548348473573,0.05967058929506249,0.15724095423618772
c920,green,27,0.9639879090000001,32.0470140000001,79,3.787807400485183,15.27601078529111,0.05908979544756886,0.23830576825054128
c920,red,28,0.995955276,31.967366999999914,77,3.216834062830361,11.143511847016311,0.050182611380153626,0.17383878481345447
c920,green,28,0.995955276,31.967366999999914,79,4.918771507917148,15.340532485631194,0.0767328355235075,0.2393123067758466
c920,red,29,1.031942172,35.986896000000044,80,2.3230557153054336,5.426600275647327,0.03623966915876477,0.08465496430009829
c920,green,29,1.031942172,35.986896000000044,80,5.847233077400723,15.283582621436056,0.09121683600745129,0.23842388889440244
c920,red,30,1.063981834,32.03966200000008,78,2.5255124763915022,6.705243254248643,0.039397994631707435,0.10460179476627882
c920,green,30,1.063981834,32.03966200000008,78,6.697884715703928,16.287688516235473,0.10448700156498128,0.25408794085327335
c920,red,31,1.09597496,31.993125999999926,79,2.6125705342391266,6.146060013968183,0.04075610033413037,0.09587853621790365
c920,green,31,1.09597496,31.993125999999926,79,6.201180190949549,24.40029413584092,0.09673841097881297,0.3806445885191183
c920,red,32,1.1319505779999999,35.97561799999993,79,3.304594467824979,7.226689425441777,0.05155167369806967,0.11273635503689172
c920,green,32,1.1319505779999999,35.97561799999993,80,5.078948464213043,18.80354186254055,0.07923159604172347,0.29333525305563257
c920,red,33,1.163991963,32.04138500000009,79,4.039332506617074,8.925227123689691,0.06301358710322635,0.13923354312955918
c920,green,33,1.163991963,32.04138500000009,80,5.0541278764409086,17.315122225550972,0.07884439487247816,0.27011590671859514
c920,red,34,1.1959612739999999,31.96931099999989,78,4.261865026453733,9.659002354413513,0.06648509441267822,0.1506804367288508
c920,green,34,1.1959612739999999,31.96931099999989,79,3.893126289757207,17.75603876854739,0.06073277012021243,0.27699420478933934
c920,red,35,1.2319854849999998,36.02421099999997,79,3.2086704718926256,7.673744689137849,0.050055259361524954,0.11971041715055045
c920,green,35,1.2319854849999998,36.02421099999997,80,3.8508167071883532,11.352832341788625,0.0600727406321383,0.17710418453190252
c920,red,36,1.264082962,32.09747700000021,79,3.1152598029257152,8.027310807632562,0.04859805292564116,0.12522604859906797
c920,green,36,1.264082962,32.09747700000021,79,3.6004294439390723,13.708740119292953,0.05616669932544952,0.21385634586097005
c920,red,37,1.295971717,31.88875499999999,79,3.5365928763229366,8.005986992283269,0.055170848870637806,0.124893397079619
c920,green,37,1.295971717,31.88875499999999,79,4.106925419440727,13.765582230772093,0.06406803654327534,0.21474308280004464
c920,red,38,1.3280369909999998,32.06527399999981,79,3.416221297254656,8.772435967988029,0.053293052237172636,0.13685000110061324
c920,green,38,1.3280369909999998,32.06527399999981,80,4.30083844035726,14.871450558781127,0.06709307966957326,0.2319946287169856
c920,red,39,1.427971009,99.93401800000012,78,0.8019826088137487,3.0026870053808925,0.01251092869749448,0.04684191728394192
c920,green,39,1.427971009,99.93401800000012,78,1.7682777862129422,5.397221165064288,0.027585133464921897,0.08419665017500289
c920,red,40,1.4644259039999998,36.45489499999988,79,2.8812967959406297,8.381979119224525,0.04494823001667382,0.1307588742599026
c920,green,40,1.4644259039999998,36.45489499999988,79,6.194767074347993,14.056318236446586,0.09663836635982868,0.21927856448856672
c920,red,41,1.4960059559999999,31.580052000000023,79,3.921799097798487,9.830267337748907,0.0611800659256564,0.15335217046888294
c920,green,41,1.4960059559999999,31.580052000000023,80,6.066574019014128,15.943740992507324,0.09463855469662039,0.24872235948311425
c920,red,42,1.5280413039999998,32.03534799999996,79,4.06836840956605,8.770290517409789,0.06346654718923038,0.13681653207159272
c920,green,42,1.5280413039999998,32.03534799999996,80,6.279820105992524,19.506289168198276,0.09796519365348337,0.3042981110238931
c920,red,43,1.564229181,36.18787700000014,78,4.261415600637362,7.597378407442629,0.06647808336994285,0.11851910315610502
c920,green,43,1.564229181,36.18787700000014,79,4.5547710175176865,22.921388066945305,0.07105442787327591,0.35757365384434675
c920,red,44,1.596240862,32.01168099999996,78,5.043206610174802,9.705036898529153,0.0786740231187269,0.15139857561705478
c920,green,44,1.596240862,32.01168099999996,80,4.754617625077527,20.75393943470516,0.07417203495120943,0.3237614551814005
c920,red,45,1.62800484,31.76397800000008,79,5.038229980000493,10.121894908638566,0.07859638768800768,0.15790156057476162
c920,green,45,1.62800484,31.76397800000008,80,4.181071591409449,17.627440238681775,0.0652247168259874,0.2749880677234357
c920,red,46,1.664203643,36.198803,79,3.883474342986817,8.668472715323194,0.06058219975059434,0.13522817435904183
c920,green,46,1.664203643,36.198803,80,4.539381305279049,13.999626504764205,0.07081434836235315,0.21839417347432158
c920,red,47,1.696013917,31.810273999999914,78,4.957725464120331,9.596934136350916,0.07734051724027717,0.14971217252707428
c920,green,47,1.696013917,31.810273999999914,80,4.5721850325022295,13.749548964337073,0.07132608650703479,0.21449296384365835
c920,red,48,1.728756652,32.742735000000025,79,5.0371028384791625,9.037297353473104,0.07857880428027493,0.1409818387141804
c920,green,48,1.728756652,32.742735000000025,80,4.436086975304978,13.865359116956311,0.06920295681475763,0.21629960222451847
c920,red,49,1.764027735,35.27108300000003,77,4.342344939006929,8.09788394834474,0.06774058104850808,0.12632698959417793
c920,green,49,1.764027735,35.27108300000003,79,3.931030850730475,10.978150820476626,0.06132408127139541,0.17125915279943535
c920,red,50,1.796275527,32.24779199999994,78,4.423840286255674,10.452576989884479,0.06901190846558851,0.16306020104219787
c920,green,50,1.796275527,32.24779199999994,80,4.752229966053156,15.134214118516505,0.07413478747042923,0.2360937402488575
c920,red,51,1.8304113519999998,34.1358249999999,79,3.4652044594207574,9.424150431290073,0.054057189566963815,0.14701674672812512
c920,green,51,1.8304113519999998,34.1358249999999,80,3.805729059606168,13.127745478416392,0.059369373329856215,0.2047928294632957
c920,red,52,1.860032556,29.621204000000123,76,3.1852082061441784,8.400042669654248,0.04968924801584918,0.13104066564660627
c920,green,52,1.860032556,29.621204000000123,80,5.477243775252265,14.690056272627766,0.08544500289393533,0.22916487785299314
c920,red,53,1.896375229,36.34267300000005,79,2.653042191924161,8.65254385463246,0.04138745819401691,0.13497968413226638
c920,green,53,1.896375229,36.34267300000005,80,3.812185061683728,15.454204155650134,0.05947008696226615,0.24108558482814207
c920,red,54,1.9613405899999998,64.96536099999983,78,1.4148173662592154,4.125768704871116,0.02207115091364376,0.0643619917959894
c920,green,54,1.9613405899999998,64.96536099999983,80,2.0981884826975974,7.959011062760476,0.03273174033008251,0.12416057257906342
c920,red,55,1.996355951,35.015361000000134,79,2.7969422796100742,6.69665685935238,0.04363229956191716,0.10446784700589713
c920,green,55,1.996355951,35.015361000000134,80,5.566115071463288,14.559311177122444,0.08683139511482729,0.2271252543631101
c920,red,56,2.028040669,31.684718000000167,78,4.044125600665753,8.963087940402849,0.06308835937038575,0.13982417187028445
c920,green,56,2.028040669,31.684718000000167,80,6.998291262094524,16.486836195991586,0.10917334368867457,0.2571946446574688
c920,red,57,2.06001874,31.97807099999972,77,4.497165160462164,9.119765789229614,0.07015577650320975,0.14226834631198199
c920,green,57,2.06001874,31.97807099999972,80,6.326798738576775,15.495248794395089,0.09869806032179768,0.24172588119256336
c920,red,58,2.128074335,68.05559500000014,77,1.2065053099495053,2.604177070862783,0.018821482835212282,0.040625162305459414
c920,green,58,2.128074335,68.05559500000014,80,1.8679517293371206,7.181866324844366,0.02914004697765908,0.11203711466757212
c920,red,59,2.160054979,31.98064399999989,78,5.003009356738791,9.014496991181213,0.07804694596512513,0.1406261530624269
c920,green,59,2.160054979,31.98064399999989,80,7.039765208947934,18.92415396195158,0.10982033725958776,0.2952168018064446
c920,red,60,2.192294697,32.239718000000025,77,6.297219550864177,10.690323642556491,0.09823662499348115,0.16676904882388124
c920,green,60,2.192294697,32.239718000000025,79,6.792182231105258,17.10838204489957,0.10595804280524201,0.2668907599004333
c920,red,61,2.228499167,36.20446999999993,77,4.881060383409208,12.35968105319344,0.07614454198118364,0.19281102442981765
c920,green,61,2.228499167,36.20446999999993,80,5.13736894235295,14.458201279285914,0.08014295550070602,0.22554793995686023
c920,red,62,2.260093478,31.594311000000097,76,5.457539810845985,12.95323868264221,0.08513762104919737,0.20207052344921847
c920,green,62,2.260093478,31.594311000000097,80,4.810664868710548,15.759036036007034,0.07504637195188454,0.24584096216170973
c920,red,63,2.292662751,32.56927300000001,78,6.789992912946467,12.56371456287212,0.10592388944196487,0.19599394718080507
c920,green,63,2.292662751,32.56927300000001,80,3.719480862788595,13.964759848242537,0.058023901459502085,0.21785025363258356
c920,red,64,2.328114889,35.45213800000013,80,5.920188254712048,9.800555280167801,0.09235493677350795,0.15288866237061768
c920,green,64,2.328114889,35.45213800000013,78,4.208692316513556,15.113279928887655,0.06565560013761149,0.23576716689064742
c920,red,65,2.360098199,31.983309999999765,79,5.2967763207177105,9.887686225761998,0.08262971060319628,0.15424790512188719
c920,green,65,2.360098199,31.983309999999765,78,4.652263104943048,12.823621531305374,0.07257530443711152,0.20004849588836382
c920,red,66,2.3927746759999997,32.67647699999987,77,3.915226757052915,9.467764069473759,0.06107753741002547,0.14769711948379063
c920,green,66,2.3927746759999997,32.67647699999987,78,4.258681096533994,13.875307637678953,0.06643542510593031,0.21645479914779167
c920,red,67,2.428018684,35.24400800000027,78,3.6887555814265394,8.363944088459595,0.057544587070254005,0.1304775277799697
c920,green,67,2.428018684,35.24400800000027,79,4.376354896668731,14.2740025195245,0.0682711363880322,0.2226744393045822
c920,red,68,2.460043273,32.02458900000016,79,3.4197000343141397,8.302504891736126,0.05334732053530058,0.12951907631108356
c920,green,68,2.460043273,32.02458900000016,79,5.823500661262124,12.71787669898644,0.09084661031568914,0.19839887650418847
c920,red,69,2.492114713,32.071439999999726,78,3.1397361543435487,7.227557265733948,0.04897988400775936,0.11274989334544958
c920,green,69,2.492114713,32.071439999999726,79,5.446551421854539,10.223118847243505,0.0849662021809308,0.15948065401699868
c920,red,70,2.528265331,36.15061800000019,78,2.3436289597533184,5.937650723064082,0.036560611772151766,0.09262735127979968
c920,green,70,2.528265331,36.15061800000019,79,4.611603598461163,11.803711921778222,0.07194101613599414,0.18413790597974025
c920,red,71,2.560700178,32.43484699999976,79,3.019292639377746,9.39608529346428,0.04710096517429283,0.14657893057804275
c920,green,71,2.560700178,32.43484699999976,80,4.676467560122278,14.69096850392106,0.07295289393790755,0.22917910866116853
c920,red,72,2.592082286,31.382108000000297,79,2.7453826772235055,6.415350824844184,0.04282796976468668,0.10007947286756927
c920,green,72,2.592082286,31.382108000000297,79,5.317285149418952,16.533335150517203,0.08294964833093564,0.2579200283480684
c920,red,73,2.6290909399999998,37.00865399999964,78,2.5585535960667714,5.344989012804399,0.03991343609864163,0.08338182859974862
c920,green,73,2.6290909399999998,37.00865399999964,80,4.761807777777249,12.906718813923078,0.07428420133332508,0.20134481349720001
c920,red,74,2.663813838,34.72289800000006,77,2.8183989284207858,7.638458803281945,0.04396702328336426,0.11915995733119833
c920,green,74,2.663813838,34.72289800000006,80,4.692496785683886,12.821990076536432,0.07320294985666863,0.20002304519396832
c920,red,75,2.692077656,28.263818000000107,79,3.356669426227945,8.161411439822384,0.05236404304915594,0.1273180184612292
c920,green,75,2.692077656,28.263818000000107,80,5.72602647402801,15.27544329624337,0.08932601299483695,0.23829691542139655
c920,red,76,2.728622143,36.54448700000002,80,2.7119401971688366,6.918361802429421,0.04230626707583385,0.10792644411789896
c920,green,76,2.728622143,36.54448700000002,80,4.803566698945347,13.709671639721591,0.0749356405035474,0.2138708775796568
c920,red,77,2.760319732,31.697589000000193,76,2.902257697461522,7.097529754691144,0.04527522008039973,0.11072146417318185
c920,green,77,2.760319732,31.697589000000193,80,4.112133042918618,11.118828901124107,0.06414927546953043,0.17345373085753607
c920,red,78,2.792028136,31.708403999999746,77,6.139218958175944,11.763435753315747,0.09577181574754473,0.18350959775172565
c920,green,78,2.792028136,31.708403999999746,80,3.760204396960819,11.203259214382898,0.05865918859258878,0.1747708437443732
c920,red,79,2.824113539,32.08540299999996,76,3.0368536521010605,8.225219794105598,0.04737491697277654,0.1283134287880473
c920,green,79,2.824113539,32.08540299999996,80,7.115368959817078,17.787433996887156,0.11099975577314641,0.2774839703514396
c920,red,80,2.860068621,35.95508200000008,78,2.9727110807295682,7.370133782649039,0.046374292859381265,0.114974087009325
c920,green,80,2.860068621,35.95508200000008,80,5.883655108424287,13.832488607684857,0.09178501969141888,0.21578682227988374
c920,red,81,2.893019967,32.95134599999994,77,2.884244984787157,7.180815250169289,0.04499422176267965,0.1120207179026409
c920,green,81,2.893019967,32.95134599999994,80,4.175019664519293,18.603940271527236,0.06513030676650097,0.2902214682358249
c920,red,82,2.9259132759999997,32.893308999999874,80,3.512151229988923,8.971118176870135,0.05478955918782719,0.1399494435591741
c920,green,82,2.9259132759999997,32.893308999999874,80,4.593096022233521,17.9565509503412,0.07165229794684291,0.2801221948253227
c920,red,83,2.9564868669999997,30.57359100000001,79,3.603089263092115,11.219183309286523,0.05620819250423699,0.17501925962486975
c920,green,83,2.9564868669999997,30.57359100000001,80,4.300606750313191,17.8233233304172,0.0670894653048858,0.2780438439545083
c920,red,84,2.992040857,35.55399000000037,78,3.2620621516302624,9.034831160871123,0.05088816956543209,0.14094336610958952
c920,green,84,2.992040857,35.55399000000037,79,5.215291249194246,17.058290436329223,0.08135854348743024,0.2661093308067359
c920,red,85,3.024334982,32.29412499999995,79,4.1136466005478765,10.6654330033314,0.06417288696854687,0.1663807548519698
c920,green,85,3.024334982,32.29412499999995,80,6.959926418695359,16.286152051500462,0.10857485213164758,0.2540639720034072
c920,red,86,3.060639562,36.304579999999916,79,3.929724515126641,11.14594801577625,0.0613037024359756,0.1738767890461095
c920,green,86,3.060639562,36.304579999999916,80,8.318267408277109,17.17119987304864,0.12976497156912292,0.26787071801955875
c920,red,87,3.092036059,31.3964969999998,79,4.721107462460007,9.00126302107395,0.0736492764143761,0.1404197031287536
c920,green,87,3.092036059,31.3964969999998,80,8.764906268869273,16.75800445606549,0.13673253779436068,0.2614248695146216
c920,red,88,3.124096592,32.06053300000011,77,4.529018658854449,7.975632879250797,0.0706526910781294,0.12441987291631243
c920,green,88,3.124096592,32.06053300000011,80,4.262472625548812,15.590523176497614,0.06649457295856147,0.24321216155336275
c920,red,89,3.1600473769999997,35.95078499999982,79,4.712409674463219,9.722673686163876,0.07351359092162621,0.15167370950415646
c920,green,89,3.1600473769999997,35.95078499999982,80,3.429545645448368,15.185165574848192,0.053500912068994544,0.23688858296763177
c920,red,90,3.192031799,31.98442200000029,80,6.609925584092197,11.41202720339485,0.10311483911183827,0.17802762437295963
c920,green,90,3.192031799,31.98442200000029,80,5.362053713814659,15.00321281932694,0.08364803793550868,0.23405011998150024
c920,red,91,3.224181795,32.14999599999979,79,4.771722727288615,10.026800244754558,0.07443887454570239,0.15641808381817107
c920,green,91,3.224181795,32.14999599999979,80,5.729827474348814,19.0103872818727,0.08938530859984149,0.2965620415972141
c920,red,92,3.256082069,31.900274000000284,79,4.108341056989357,10.17736035227045,0.06409012048903397,0.15876682149541899
c920,green,92,3.256082069,31.900274000000284,79,3.816229855465915,16.80778640054632,0.059533185745268266,0.2622014678485226
c920,red,93,3.292037743,35.955673999999775,79,3.4590865871792085,6.600479438429685,0.05396175075999565,0.10296747923950308
c920,green,93,3.292037743,35.955673999999775,80,3.360588212222789,9.536632466137572,0.05242517611067551,0.14877146647174613
c920,red,94,3.324091887,32.05414399999995,79,3.61049013190325,9.154764331726327,0.0563236460576907,0.14281432357493068
c920,green,94,3.324091887,32.05414399999995,79,4.77298413723217,13.23450157851908,0.07445855254082184,0.2064582246248976
c920,red,95,3.3560867709999997,31.994883999999946,79,3.7630231385962136,7.835810309680847,0.05870316096210093,0.12223864083102119
c920,green,95,3.3560867709999997,31.994883999999946,80,4.463240910977719,12.871040800981916,0.06962655821125241,0.20078823649531788
c920,red,96,3.392055316,35.96854500000024,80,3.167412196784179,7.019515802992684,0.049411630269833196,0.10950444652668587
c920,green,96,3.392055316,35.96854500000024,79,2.6477715035214198,17.39741391492633,0.04130523545493415,0.27139965707285074
c920,red,97,3.424116608,32.06129199999985,79,3.483016299086601,7.303549429535916,0.05433505426575097,0.11393537110076028
c920,green,97,3.424116608,32.06129199999985,79,3.1273866346778187,16.381049659619634,0.04878723150097397,0.2555443746900663
c920,red,98,3.4601427069999997,36.02609899999987,79,2.8061438002635617,10.485379149733124,0.04377584328411156,0.1635719147358367
c920,green,98,3.4601427069999997,36.02609899999987,79,3.164759339256601,11.40340185672349,0.049370245692402975,0.17789306896488644
c920,red,99,3.492052759,31.91005200000019,79,3.515487202015851,8.06536185864386,0.05484160035144727,0.12581964499484422
c920,green,99,3.492052759,31.91005200000019,80,3.973648648107726,16.936753979902793,0.06198891891048053,0.26421336208648355
c920,red,100,3.524457699,32.40494000000016,80,3.427775672055143,7.874246165156129,0.05347330048406023,0.1228382401764356
c920,green,100,3.524457699,32.40494000000016,80,4.933772589826715,14.775618556208222,0.07696685240129675,0.23049964947684823
c920,red,101,3.556128121,31.67042199999992,79,3.9933488831351855,8.570990777827443,0.06229624257690889,0.13370745613410812
c920,green,101,3.556128121,31.67042199999992,80,4.755144238533429,13.807453223307197,0.07418025012112149,0.21539627028359226
c920,red,102,3.592107462,35.979341,80,3.181931267784152,7.682511328490687,0.04963812777743277,0.11984717672445472
c920,green,102,3.592107462,35.979341,80,4.489405056076673,16.119005746024495,0.07003471887479609,0.2514564896379822
c920,red,103,3.624095421,31.987958999999844,79,3.2097616392625743,7.294976175486695,0.05007228157249616,0.11380162833759243
c920,green,103,3.624095421,31.987958999999844,80,4.378794661505172,19.59288016540827,0.06830919671948067,0.305648930580369
c920,red,104,3.656119639,32.024218000000104,77,2.6202003320944103,6.5207411889925275,0.0408751251806728,0.10172356254828341
c920,green,104,3.656119639,32.024218000000104,80,5.70441418102207,12.53819108637614,0.08898886122394428,0.19559578094746777
c920,red,105,3.692207387,36.08774799999992,78,2.840923376003282,6.35633556161541,0.04431840466565119,0.09915883476120038
c920,green,105,3.692207387,36.08774799999992,80,5.2570568287031145,11.467725537605318,0.08201008652776859,0.17889651838664294
c920,red,106,3.725671398,33.46401099999996,78,3.316794627969893,9.402356555162688,0.05174199619633033,0.14667676226053794
c920,green,106,3.725671398,33.46401099999996,80,7.089188673697311,13.61974833583716,0.11059134330967804,0.21246807403905968
c920,red,107,3.756134434,30.463036,78,3.960735525610292,7.900129242890881,0.06178747419952055,0.12324201618909775
c920,green,107,3.756134434,30.463036,80,7.5197888104476185,14.531148469449429,0.11730870544298286,0.22668591612341107
c920,red,108,3.824132456,67.99802200000028,80,1.8346484989031344,3.4905222143151646,0.028620516582888895,0.054452146543316565
c920,green,108,3.824132456,67.99802200000028,80,1.8523873387046716,5.635741284569382,0.028897242483792877,0.08791756403928234
c920,red,109,3.856138137,32.00568099999978,79,4.651317599839969,9.18137114692849,0.07256055455750351,0.14322938989208445
c920,green,109,3.856138137,32.00568099999978,80,6.469251977973059,13.244205618014963,0.1009203308563797,0.20660960764103342
c920,red,110,3.8881434109999997,32.00527399999986,78,5.6953302399115096,11.606003508127342,0.08884715174261953,0.1810536547267865
c920,green,110,3.8881434109999997,32.00527399999986,80,6.205452002274316,17.154508345989,0.09680505123547932,0.2676103301974284
c920,red,111,3.924146899,36.00348800000042,78,5.451595727260505,9.183695692476121,0.08504489334526388,0.14326565280262749
c920,green,111,3.924146899,36.00348800000042,80,4.2866298595143295,13.569267123996118,0.06687142580842353,0.21168056713433944
c920,red,112,3.95615971,32.01281099999997,80,10.013478340286657,13.952120568779812,0.15621026210847186,0.21765308087296506
c920,green,112,3.95615971,32.01281099999997,80,5.040259215217783,12.62147997866652,0.0786280437573974,0.1968950876671977
c920,red,113,3.988080317,31.92060699999999,71,50.3420697454859,92.72636398792378,0.78533628802958,1.4465312782116109
c920,green,113,3.988080317,31.92060699999999,80,11.51291168315833,36.64918688636834,0.17960142225726994,0.5717273154273461
c920,red,114,4.024119306,36.03898899999969,51,291.81528425295915,520.1238469918503,4.552318434346162,8.113932013072866
c920,green,114,4.024119306,36.03898899999969,47,240.5700766848348,435.6274582945383,3.7528931962834227,6.7957883493947975
c920,red,115,4.056045969,31.926663000000133,34,669.699429197801,1111.12659033946,10.447311095485695,17.33357480929558
c920,green,115,4.056045969,31.926663000000133,57,579.2232843443409,746.032266386873,9.035883235771717,11.638103355635216
c920,red,116,4.088044594,31.998624999999947,51,1040.3063373089244,1357.9733280621035,16.22877886201922,21.184383917768812
c920,green,116,4.088044594,31.998624999999947,55,971.7059713904905,1312.2869740349483,15.15861315369165,20.471676794945196
c920,red,117,4.120075127000001,32.03053300000036,28,1259.28284970407,1512.086867075213,19.644812455383487,23.58855512637332
c920,green,117,4.120075127000001,32.03053300000036,44,1496.0005963696344,1744.9358594325638,23.337609303366296,27.220999407147993
c920,red,118,4.156065875,35.990747999999684,34,839.9277161957723,1335.460887451777,13.102872372654048,20.83318984424772
c920,green,118,4.156065875,35.990747999999684,44,1400.72331108393,1757.3707448074326,21.851283652909306,27.414983618995947
c920,red,119,4.188064704,31.99882899999995,42,1210.0706771541004,1540.4757440157418,18.87710256360397,24.03142160664557
c920,green,119,4.188064704,31.99882899999995,48,1361.720144495831,1630.67918794239,21.242834254134962,25.438595331901283
c920,red,120,4.220334459,32.26975499999973,43,1091.992855574204,1458.7684757061645,17.03508854695758,22.756788221016166
