camera,source_frame,receive_time_s,region,mask_pixels,laplacian_variance,mean_gradient_energy,intensity_std
brio101,578,19.32386766,ball_roi,733027,162.0706024169922,602.3668823242188,45.11960983276367
brio101,578,19.32386766,red,57406,184.01522827148438,500.25494384765625,20.257465362548828
brio101,578,19.32386766,green,34710,330.8004150390625,1579.8563232421875,31.255056381225586
brio101,579,19.35560662,ball_roi,733027,158.88633728027344,597.0333862304688,45.06815719604492
brio101,579,19.35560662,red,57489,184.70501708984375,527.0567016601562,19.466663360595703
brio101,579,19.35560662,green,35574,319.30548095703125,1628.0050048828125,31.196521759033203
brio101,580,19.391593201,ball_roi,733027,161.0773468017578,595.9808959960938,45.228965759277344
brio101,580,19.391593201,red,67309,181.01531982421875,447.3235778808594,18.5789852142334
brio101,580,19.391593201,green,36229,323.0084228515625,1572.6123046875,32.390316009521484
brio101,581,19.423609623,ball_roi,733027,164.09591674804688,605.5792236328125,45.10637664794922
brio101,581,19.423609623,red,71910,168.76580810546875,415.77313232421875,18.88685417175293
brio101,581,19.423609623,green,35063,320.3206787109375,1559.270751953125,31.14185333251953
brio101,582,19.455587341,ball_roi,733027,163.94017028808594,608.5593872070312,44.8486328125
brio101,582,19.455587341,red,65909,180.5184783935547,444.56591796875,18.991636276245117
brio101,582,19.455587341,green,34631,324.74072265625,1630.701416015625,30.10216522216797
brio101,583,19.491617903999998,ball_roi,733027,161.60101318359375,607.052001953125,44.88819122314453
brio101,583,19.491617903999998,red,62902,191.147705078125,502.0467529296875,19.143247604370117
brio101,583,19.491617903999998,green,35260,311.4176025390625,1484.0286865234375,31.609088897705078
brio101,629,21.028477302,ball_roi,733027,158.6967010498047,629.0655517578125,44.08222579956055
brio101,629,21.028477302,red,44290,206.7300262451172,884.673583984375,20.138935089111328
brio101,629,21.028477302,green,43032,315.71270751953125,1581.993896484375,29.26768684387207
brio101,630,21.059825781,ball_roi,733027,154.93309020996094,617.182373046875,43.8050422668457
brio101,630,21.059825781,red,40619,235.24826049804688,1014.5545654296875,21.210519790649414
brio101,630,21.059825781,green,41807,304.684326171875,1498.402099609375,26.114276885986328
brio101,631,21.095686177,ball_roi,733027,143.86207580566406,581.3565673828125,42.8962516784668
brio101,631,21.095686177,red,36209,319.5673828125,1503.50341796875,22.186330795288086
brio101,631,21.095686177,green,44604,247.69285583496094,1262.5191650390625,27.60196876525879
brio101,632,21.127668229,ball_roi,733027,138.0382843017578,536.8590087890625,41.9293327331543
brio101,632,21.127668229,red,32338,248.693359375,1095.8951416015625,20.763629913330078
brio101,632,21.127668229,green,49043,263.4082336425781,1293.7789306640625,26.964771270751953
brio101,633,21.160397038,ball_roi,733027,127.67054748535156,470.68389892578125,40.973175048828125
brio101,633,21.160397038,red,24316,201.6079559326172,719.69287109375,17.396385192871094
brio101,633,21.160397038,green,54600,250.5843048095703,1322.1812744140625,27.475116729736328
brio101,634,21.195665824,ball_roi,733027,123.14981842041016,445.27978515625,40.25263214111328
brio101,634,21.195665824,red,21891,182.97463989257812,512.2996826171875,14.33791446685791
brio101,634,21.195665824,green,57198,230.21705627441406,1139.92041015625,25.666343688964844
brio101,635,21.227692839,ball_roi,733027,125.61500549316406,445.8841552734375,40.05790328979492
brio101,635,21.227692839,red,16782,215.6487274169922,749.4509887695312,16.639108657836914
brio101,635,21.227692839,green,63468,235.40321350097656,1194.7711181640625,25.681663513183594
brio101,636,21.26371842,ball_roi,733027,126.97147369384766,462.6958312988281,39.76453399658203
brio101,636,21.26371842,red,15182,206.94546508789062,737.5675048828125,17.68598175048828
brio101,636,21.26371842,green,66928,244.26170349121094,1183.4058837890625,25.194374084472656
brio101,637,21.295695305,ball_roi,733027,134.23123168945312,491.121826171875,39.63985061645508
brio101,637,21.295695305,red,12111,210.57794189453125,1006.5576782226562,18.84800148010254
brio101,637,21.295695305,green,72876,257.36669921875,1259.7115478515625,25.396400451660156
brio101,638,21.327657245,ball_roi,733027,136.52565002441406,501.63360595703125,39.510005950927734
brio101,638,21.327657245,red,8752,266.4351501464844,1240.8624267578125,20.804494857788086
brio101,638,21.327657245,green,78062,266.17974853515625,1329.9254150390625,26.30661392211914
brio101,639,21.36373003,ball_roi,733027,139.28408813476562,513.9472045898438,39.524803161621094
brio101,639,21.36373003,red,6362,297.550048828125,1744.471923828125,22.461990356445312
brio101,639,21.36373003,green,77635,288.50689697265625,1384.9498291015625,26.360660552978516
brio101,640,21.395683063,ball_roi,733027,139.3590850830078,513.6990966796875,39.56216049194336
brio101,640,21.395683063,red,5520,277.1559753417969,1263.2572021484375,21.740873336791992
brio101,640,21.395683063,green,76287,291.040771484375,1370.7998046875,25.799541473388672
